trip_id,policy_id,carrier_id,vehicle_id,driver_id,month_id,route_corridor_id,origin_region,destination_region,distance_miles,duration_hours,night_share,avg_speed_mph,hard_brake_rate,overspeed_share,hos_pressure_index,cargo_type,payload_tons,vehicle_age_years,maintenance_risk_score,adas_flag,deductible_usd,coverage_limit_usd,coverage_breadth,premium_month_usd,premium_month_usd_alloc,weather_regime,weather_intensity_z,exposure_hours_in_event,road_flood_risk,heat_stress_index,snow_ice_index,claim_occurred,claim_count,incurred_loss_usd,paid_loss_usd,case_reserve_usd,loss_ratio_trip_equiv,trip_cancelled_flag,scenario_id,night_share_missing_flag,avg_speed_mph_missing_flag,hard_brake_rate_missing_flag,overspeed_share_missing_flag,maintenance_risk_score_missing_flag,payload_tons_missing_flag,sensor_implausible_flag,winsor_candidate_flag,cat_tail_flag,safety_culture_score,maintenance_risk_score_imputed,payload_tons_imputed,hard_brake_rate_imputed,overspeed_share_imputed,night_share_imputed
TRP0000063,POL00011,CAR0011,VEH000068,DRV000126,2024-03,C07,Midwest,Northeast,602.19,17.51,0.344,62.75,0.068,0.169,0.612,flatbed,13.73,8.7,0.431,1,10000,1000000,liability_only,532.59,133.84,snowstorm,0.773,7.89,0.282,0.286,0.97,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.632,0.431,13.73,0.068,0.169,0.344
TRP0000064,POL00012,CAR0012,VEH000079,DRV000131,2024-04,C04,Southwest,Midwest,984.72,16.85,0.451,63.51,0.048,0.127,0.556,refrigerated,15.27,7.4,0.086,0,5000,250000,broad_form,1031.06,238.3,flood,1.408,6.49,1.01,0.524,0.144,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.353,0.086,15.27,0.048,0.127,0.451
TRP0000065,POL00013,CAR0013,VEH000084,DRV000144,2024-05,C02,Pacific,Southwest,1137.45,15.76,0.124,59.11,0.103,0.0,0.239,refrigerated,6.87,8.5,,1,5000,1000000,physical_damage,1164.81,283.23,normal,-0.393,1.89,0.109,0.456,0.026,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,1,0,0,0,0,-0.509,0.22,6.87,0.103,0.0,0.124
TRP0000066,POL00014,CAR0014,VEH000093,DRV000155,2024-06,C09,Northeast,South,1079.93,19.65,0.283,57.47,0.155,0.144,0.344,refrigerated,10.24,4.2,0.323,0,5000,250000,physical_damage,1217.26,276.73,normal,-0.5,5.87,0.22,0.23,0.15,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,1.656,0.323,10.24,0.155,0.144,0.283
TRP0000067,POL00015,CAR0015,VEH000099,DRV000162,2024-07,C06,South,Northeast,1343.59,22.81,0.209,53.69,0.074,0.123,0.6,flatbed,11.78,6.5,0.754,0,5000,250000,liability_only,1508.46,364.78,normal,-0.065,0.0,0.295,0.336,0.136,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.382,0.754,11.78,0.074,0.123,0.209
TRP0000068,POL00016,CAR0016,VEH000108,DRV000169,2024-08,C08,Midwest,South,907.8,18.59,0.406,71.41,0.104,0.179,0.423,dry_van,22.13,2.4,0.303,0,1000,500000,broad_form,829.85,211.06,normal,-0.5,3.51,0.2,0.27,0.09,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.666,0.303,22.13,0.104,0.179,0.406
TRP0000069,POL00017,CAR0017,VEH000115,DRV000174,2024-09,C07,Midwest,Northeast,968.98,14.39,0.203,58.98,0.106,0.0,0.087,flatbed,13.79,8.3,0.342,0,2500,250000,broad_form,1026.41,249.75,normal,0.248,0.84,0.24,0.255,0.235,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-1.239,0.342,13.79,0.106,0.0,0.203
TRP0000070,POL00018,CAR0018,VEH000120,DRV000187,2024-10,C06,South,Northeast,1045.48,22.16,0.341,57.24,0.074,0.075,0.413,dry_van,22.99,7.4,0.4,1,5000,1000000,broad_form,1276.65,288.81,normal,-0.15,5.16,0.288,0.331,0.131,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.492,0.4,22.99,0.074,0.075,0.341
TRP0000071,POL00019,CAR0019,VEH000130,DRV000194,2024-11,C01,Pacific,Mountain,1027.4,19.49,0.292,63.3,0.063,0.138,0.299,refrigerated,27.83,4.8,0.825,1,2500,1000000,physical_damage,1245.55,279.2,normal,-0.473,1.26,0.142,0.252,0.072,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-1.156,0.825,27.83,0.063,0.138,0.292
TRP0000072,POL00020,CAR0020,VEH000136,DRV000211,2024-12,C03,Mountain,Midwest,1036.22,15.62,0.187,68.99,0.047,0.033,0.276,refrigerated,25.01,11.7,0.665,0,5000,250000,broad_form,982.26,238.07,normal,0.075,2.93,0.206,0.264,0.224,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.921,0.665,25.01,0.047,0.033,0.187
TRP0000073,POL00021,CAR0021,VEH000145,DRV000225,2024-01,C04,Southwest,Midwest,1192.7,18.1,0.422,58.54,0.049,0.143,0.361,flatbed,18.59,7.0,0.474,0,2500,1000000,broad_form,1229.77,275.22,normal,-0.236,0.0,0.141,0.426,0.046,0,0,0.0,0.0,0.0,0.0,1,S0_baseline,0,0,0,0,0,0,0,0,0,-1.333,0.474,18.59,0.049,0.143,0.422
TRP0000074,POL00022,CAR0022,VEH000148,DRV000234,2024-02,C10,Northeast,Midwest,824.87,12.59,0.279,72.76,0.185,0.094,0.301,dry_van,27.03,4.1,0.048,1,20000,250000,broad_form,989.57,215.29,heat_wave,1.322,10.15,0.306,0.78,0.319,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.45,0.048,27.03,0.185,0.094,0.279
TRP0000075,POL00023,CAR0023,VEH000157,DRV000246,2024-03,C01,Pacific,Mountain,840.67,14.18,0.147,61.91,0.135,0.0,0.339,refrigerated,13.33,9.6,0.29,0,2500,250000,physical_damage,759.06,205.33,cold_wave,1.017,5.16,0.261,0.341,0.161,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.675,0.29,13.33,0.135,0.0,0.147
TRP0000076,POL00024,CAR0024,VEH000165,DRV000248,2024-04,C02,Pacific,Southwest,1065.67,20.51,0.369,70.33,0.13,0.15,0.396,hazmat,21.91,9.5,0.314,0,2500,500000,physical_damage,1208.77,282.14,flood,1.974,5.65,0.99,0.598,0.168,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.759,0.314,21.91,0.13,0.15,0.369
TRP0000077,POL00025,CAR0025,VEH000168,DRV000255,2024-05,C01,Pacific,Mountain,905.07,16.41,0.174,63.5,0.048,0.142,0.309,flatbed,20.74,1.2,0.356,1,2500,500000,physical_damage,1014.85,247.76,normal,-0.5,3.25,0.14,0.25,0.07,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-1.129,0.356,20.74,0.048,0.142,0.174
TRP0000078,POL00026,CAR0026,VEH000175,DRV000264,2024-06,C01,Pacific,Mountain,893.35,17.26,0.112,56.52,0.176,0.116,0.094,dry_van,27.21,0.0,0.418,1,2500,500000,physical_damage,870.52,202.34,snowstorm,1.186,4.48,0.275,0.351,0.85,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.077,0.418,27.21,0.176,0.116,0.112
TRP0000079,POL00027,CAR0027,VEH000178,DRV000275,2024-07,C09,Northeast,South,1232.39,21.17,0.145,51.55,0.066,0.056,0.222,dry_van,29.06,8.8,0.294,1,2500,250000,liability_only,974.04,260.96,normal,-0.207,0.0,0.243,0.248,0.168,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,1.319,0.294,29.06,0.066,0.056,0.145
TRP0000080,POL00028,CAR0028,VEH000183,DRV000292,2024-08,C04,Southwest,Midwest,938.33,23.12,0.153,55.08,0.039,0.092,0.284,dry_van,22.73,5.1,,0,5000,1000000,liability_only,754.95,205.02,normal,-0.039,7.45,0.157,0.438,0.058,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,1,0,0,0,0,-1.153,0.581,22.73,0.039,0.092,0.153
TRP0000081,POL00029,CAR0029,VEH000189,DRV000299,2024-09,C05,South,Midwest,931.26,13.75,0.36,59.89,0.042,0.186,0.376,mixed,16.81,11.1,0.17,1,1000,1000000,physical_damage,924.87,206.51,normal,-0.476,0.54,0.302,0.351,0.071,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.682,0.17,16.81,0.042,0.186,0.36
TRP0000082,POL00030,CAR0030,VEH000195,DRV000304,2024-10,C10,Northeast,Midwest,821.55,13.6,0.383,54.09,0.047,0.118,0.457,mixed,21.81,2.9,0.21,1,10000,250000,physical_damage,858.39,233.73,normal,-0.081,5.27,0.194,0.175,0.235,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.1,0.21,21.81,0.047,0.118,0.383
TRP0000083,POL00031,CAR0031,VEH000203,DRV000317,2024-11,C09,Northeast,South,1091.13,18.71,0.356,58.35,0.112,0.084,0.605,hazmat,16.94,10.6,0.696,1,2500,250000,physical_damage,800.36,198.59,heavy_rain,1.154,9.01,0.352,0.329,0.249,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.319,0.696,16.94,0.112,0.084,0.356
TRP0000084,POL00032,CAR0032,VEH000206,DRV000321,2024-12,C02,Pacific,Southwest,1026.65,15.09,0.28,65.56,0.165,0.078,0.324,dry_van,23.34,5.0,0.346,1,2500,250000,physical_damage,897.64,240.49,flood,1.842,5.79,0.99,0.591,0.161,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.43,0.346,23.34,0.165,0.078,0.28
TRP0000085,POL00033,CAR0033,VEH000219,DRV000328,2024-01,C02,Pacific,Southwest,1010.91,18.84,0.0,65.81,0.048,0.117,0.367,dry_van,2.0,10.2,0.332,1,20000,250000,physical_damage,798.33,193.08,normal,-0.5,5.94,0.1,0.45,0.02,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.386,0.332,2.0,0.048,0.117,0.0
TRP0000086,POL00034,CAR0034,VEH000224,DRV000337,2024-02,C08,Midwest,South,830.67,14.7,0.224,59.2,0.063,0.074,0.508,dry_van,17.55,1.8,0.581,1,1000,500000,physical_damage,803.42,220.96,cold_wave,0.894,3.23,0.311,0.354,0.174,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.662,0.581,17.55,0.063,0.074,0.224
TRP0000087,POL00035,CAR0035,VEH000228,DRV000351,2024-03,C03,Mountain,Midwest,789.27,19.76,0.311,56.58,0.017,0.09,0.362,dry_van,28.44,8.0,0.489,0,5000,500000,broad_form,990.78,218.23,normal,-0.5,1.47,0.16,0.23,0.19,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.358,0.489,28.44,0.017,0.09,0.311
TRP0000088,POL00036,CAR0036,VEH000234,DRV000360,2024-04,C01,Pacific,Mountain,903.48,16.65,0.373,47.65,0.065,0.0,0.413,mixed,17.72,4.7,0.205,0,10000,250000,physical_damage,693.69,180.02,normal,-0.252,3.04,0.16,0.265,0.085,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.466,0.205,17.72,0.065,0.0,0.373
TRP0000089,POL00037,CAR0001,VEH000001,DRV000010,2024-05,C06,South,Northeast,1228.8,19.74,0.411,56.11,0.058,0.055,0.367,hazmat,23.17,6.6,0.34,0,5000,250000,broad_form,870.11,231.94,normal,0.195,7.24,0.316,0.352,0.152,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.807,0.34,23.17,0.058,0.055,0.411
TRP0000090,POL00038,CAR0002,VEH000015,DRV000017,2024-06,C02,Pacific,Southwest,1030.45,17.65,0.165,69.81,0.0,0.067,0.637,refrigerated,,7.1,,1,1000,500000,broad_form,1150.49,293.16,normal,-0.452,5.3,0.104,0.453,0.023,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,1,1,0,0,0,0.471,0.491,23.74870701203854,0.0,0.067,0.165
TRP0000091,POL00039,CAR0003,VEH000022,DRV000025,2024-07,C09,Northeast,South,1042.58,21.42,0.133,54.89,0.089,0.03,0.312,flatbed,14.82,5.5,0.536,1,10000,250000,physical_damage,860.86,213.73,normal,-0.207,0.0,0.243,0.248,0.168,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.759,0.536,14.82,0.089,0.03,0.133
TRP0000092,POL00040,CAR0004,VEH000028,DRV000038,2024-08,C09,Northeast,South,1091.75,24.45,0.313,62.15,0.154,0.155,0.32,flatbed,25.51,12.1,0.727,0,1000,250000,liability_only,1422.77,303.51,flood,1.312,8.15,1.11,0.339,0.259,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,1.074,0.727,25.51,0.154,0.155,0.313
TRP0000093,POL00041,CAR0005,VEH000032,DRV000051,2024-09,C07,Midwest,Northeast,696.02,10.5,0.329,60.85,0.098,0.112,0.478,dry_van,17.72,2.3,0.653,1,2500,500000,physical_damage,553.11,138.33,normal,0.248,0.78,0.24,0.255,0.235,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.756,0.653,17.72,0.098,0.112,0.329
TRP0000094,POL00042,CAR0006,VEH000041,DRV000068,2024-10,C01,Pacific,Mountain,836.18,13.26,0.355,59.18,0.166,0.116,0.478,refrigerated,23.27,1.3,0.535,1,1000,250000,physical_damage,737.04,194.83,heavy_rain,1.235,5.85,0.279,0.354,0.174,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.039,0.535,23.27,0.166,0.116,0.355
TRP0000095,POL00043,CAR0007,VEH000048,DRV000071,2024-11,C04,Southwest,Midwest,1172.01,16.05,0.251,64.14,0.0,0.108,0.417,refrigerated,15.65,7.6,0.329,1,2500,500000,broad_form,1151.12,311.76,normal,-0.345,0.0,0.132,0.419,0.039,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-1.196,0.329,15.65,0.0,0.108,0.251
TRP0000096,POL00044,CAR0008,VEH000049,DRV000088,2024-12,C06,South,Northeast,1177.87,23.76,0.294,63.83,0.077,0.162,0.47,refrigerated,16.89,4.7,0.412,1,2500,500000,physical_damage,1037.71,250.0,normal,-0.5,1.74,0.26,0.31,0.11,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.667,0.412,16.89,0.077,0.162,0.294
TRP0000097,POL00045,CAR0009,VEH000055,DRV000095,2024-01,C07,Midwest,Northeast,666.63,16.52,0.088,67.06,0.116,0.091,0.513,dry_van,20.15,5.3,,0,2500,1000000,physical_damage,487.47,129.83,normal,0.196,0.45,0.236,0.252,0.232,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,1,0,0,0,0,-0.73,0.278,20.15,0.116,0.091,0.088
TRP0000098,POL00046,CAR0010,VEH000067,DRV000112,2024-02,C04,Southwest,Midwest,1070.59,15.17,0.29,61.16,0.092,0.058,0.371,refrigerated,15.99,6.3,0.454,0,10000,250000,broad_form,1211.93,263.1,normal,0.105,3.93,0.168,0.446,0.066,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.292,0.454,15.99,0.092,0.058,0.29
TRP0000099,POL00047,CAR0011,VEH000070,DRV000120,2024-03,C06,South,Northeast,1139.58,21.21,0.336,59.17,0.153,0.141,0.538,hazmat,15.0,10.7,0.177,0,2500,250000,broad_form,1335.28,305.69,flood,1.548,9.87,1.15,0.433,0.233,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.632,0.177,15.0,0.153,0.141,0.336
TRP0000100,POL00048,CAR0012,VEH000078,DRV000127,2024-04,C10,Northeast,Midwest,677.17,15.3,0.198,58.4,0.106,0.059,0.16,dry_van,14.92,8.7,0.559,1,5000,250000,broad_form,514.24,125.11,normal,-0.5,4.79,0.16,0.15,0.21,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.353,0.559,14.92,0.106,0.059,0.198
TRP0000101,POL00049,CAR0013,VEH000088,DRV000135,2024-05,C02,Pacific,Southwest,990.99,19.71,,,,,0.447,dry_van,26.09,3.6,0.688,1,5000,500000,physical_damage,1049.25,279.71,normal,-0.393,0.01,0.109,0.456,0.026,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,1,1,1,1,0,0,0,0,0,-0.509,0.688,26.09,0.025675426203188863,0.15139238652190168,0.32958017211406193
TRP0000102,POL00050,CAR0014,VEH000091,DRV000149,2024-06,C03,Mountain,Midwest,809.43,19.34,0.42,54.27,0.097,0.189,0.56,flatbed,8.8,8.0,0.067,0,2500,500000,physical_damage,717.66,161.28,normal,0.132,3.02,0.211,0.268,0.228,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,1.656,0.067,8.8,0.097,0.189,0.42
TRP0000103,POL00051,CAR0015,VEH000098,DRV000163,2024-07,C02,Pacific,Southwest,1196.66,16.87,0.281,64.33,0.02,0.189,0.351,hazmat,24.09,7.6,0.609,1,1000,500000,physical_damage,881.09,240.53,normal,-0.103,2.98,0.132,0.474,0.044,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.382,0.609,24.09,0.02,0.189,0.281
TRP0000104,POL00052,CAR0016,VEH000103,DRV000165,2024-08,C06,South,Northeast,1231.49,23.58,0.234,56.93,0.045,0.093,0.647,mixed,21.83,6.3,0.476,0,1000,500000,physical_damage,1084.23,240.14,normal,-0.275,3.14,0.278,0.323,0.123,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.666,0.476,21.83,0.045,0.093,0.234
TRP0000105,POL00001,CAR0001,VEH000006,DRV000007,2024-09,C07,Midwest,Northeast,807.18,12.91,0.419,55.03,0.151,0.173,0.202,refrigerated,11.25,5.4,0.276,1,10000,1000000,physical_damage,674.81,147.51,normal,0.248,0.0,0.24,0.255,0.235,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.807,0.276,11.25,0.151,0.173,0.419
TRP0000106,POL00002,CAR0002,VEH000016,DRV000018,2024-10,C06,South,Northeast,1197.82,22.17,0.119,66.22,0.082,0.016,0.251,dry_van,26.81,3.8,0.187,0,10000,1000000,physical_damage,1212.11,280.89,normal,-0.15,4.87,0.288,0.331,0.131,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.471,0.187,26.81,0.082,0.016,0.119
TRP0000107,POL00003,CAR0003,VEH000024,DRV000029,2024-11,C10,Northeast,Midwest,870.49,11.84,0.237,60.2,0.083,0.127,0.344,mixed,18.79,6.0,0.02,1,2500,1000000,broad_form,809.12,186.72,normal,0.046,5.37,0.204,0.183,0.243,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.759,0.02,18.79,0.083,0.127,0.237
TRP0000108,POL00004,CAR0004,VEH000025,DRV000044,2024-12,C03,Mountain,Midwest,902.24,16.95,0.101,58.58,0.104,0.09,0.124,refrigerated,21.53,6.8,0.097,0,5000,250000,physical_damage,1113.9,240.0,normal,0.075,1.5,0.206,0.264,0.224,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,1.074,0.097,21.53,0.104,0.09,0.101
TRP0000109,POL00005,CAR0005,VEH000031,DRV000053,2024-01,C09,Northeast,South,1100.19,19.65,0.2,66.79,0.0,0.114,0.379,mixed,12.38,6.2,0.451,1,2500,500000,broad_form,1301.53,312.45,normal,-0.5,0.0,0.22,0.23,0.15,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.756,0.451,12.38,0.0,0.114,0.2
TRP0000110,POL00006,CAR0006,VEH000041,DRV000059,2024-02,C09,Northeast,South,1112.5,21.35,0.27,58.14,0.016,0.088,0.457,refrigerated,20.19,1.3,0.535,1,2500,1000000,broad_form,955.92,252.54,normal,-0.441,7.74,0.225,0.234,0.154,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.039,0.535,20.19,0.016,0.088,0.27
TRP0000111,POL00007,CAR0007,VEH000045,DRV000074,2024-03,C10,Northeast,Midwest,847.64,17.84,0.213,53.82,0.101,0.124,0.585,mixed,16.49,6.9,,1,10000,500000,broad_form,739.36,161.69,normal,0.275,7.03,0.222,0.196,0.256,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,1,0,0,0,0,-1.196,0.734,16.49,0.101,0.124,0.213
TRP0000112,POL00008,CAR0008,VEH000050,DRV000088,2024-04,C06,South,Northeast,1092.61,23.59,0.46,57.35,0.109,0.077,0.57,mixed,18.69,8.7,,1,2500,1000000,physical_damage,1142.33,251.57,normal,-0.159,0.77,0.287,0.33,0.13,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,1,0,0,0,0,0.667,0.487,18.69,0.109,0.077,0.46
TRP0000113,POL00009,CAR0009,VEH000057,DRV000100,2024-05,C09,Northeast,South,1140.86,23.04,0.294,56.68,0.0,0.083,0.443,dry_van,18.14,8.4,0.709,1,10000,1000000,broad_form,1150.44,251.84,normal,-0.5,5.18,0.22,0.23,0.15,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.73,0.709,18.14,0.0,0.083,0.294
TRP0000114,POL00010,CAR0010,VEH000067,DRV000111,2024-06,C07,Midwest,Northeast,739.54,13.04,0.251,58.0,0.076,0.08,0.261,flatbed,16.99,6.3,0.454,0,1000,250000,broad_form,789.96,182.48,heat_wave,1.596,7.37,0.348,0.84,0.316,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.292,0.454,16.99,0.076,0.08,0.251
TRP0000115,POL00011,CAR0011,VEH000068,DRV000123,2024-07,C06,South,Northeast,1255.64,19.07,0.257,51.72,0.057,0.054,0.623,dry_van,15.81,8.7,0.431,1,10000,1000000,liability_only,1009.87,279.07,normal,-0.065,0.19,0.295,0.336,0.136,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.632,0.431,15.81,0.057,0.054,0.257
TRP0000116,POL00012,CAR0012,VEH000075,DRV000129,2024-08,C08,Midwest,South,937.73,18.6,0.293,62.06,0.044,0.132,0.419,dry_van,17.73,7.0,0.263,0,5000,250000,broad_form,1051.27,226.93,normal,-0.5,3.53,0.2,0.27,0.09,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.353,0.263,17.73,0.044,0.132,0.293
TRP0000117,POL00013,CAR0013,VEH000083,DRV000133,2024-09,C08,Midwest,South,919.15,13.66,0.14,48.63,0.009,0.114,0.358,dry_van,24.01,6.8,0.363,1,5000,1000000,physical_damage,870.3,228.87,normal,-0.27,6.26,0.218,0.284,0.104,1,1,14546.8,14480.32,66.48,63.5592,0,S0_baseline,0,0,0,0,0,0,0,0,0,-0.509,0.363,24.01,0.009,0.114,0.14
TRP0000118,POL00014,CAR0014,VEH000091,DRV000148,2024-10,C03,Mountain,Midwest,1071.94,13.84,0.17,52.41,0.026,0.129,0.206,flatbed,13.35,8.0,,0,5000,250000,physical_damage,1146.18,274.68,normal,0.207,3.76,0.217,0.272,0.232,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,1,0,0,0,0,1.656,0.067,13.35,0.026,0.129,0.17
TRP0000119,POL00015,CAR0015,VEH000101,DRV000158,2024-11,C01,Pacific,Mountain,694.98,16.99,0.188,55.44,0.114,0.111,0.466,flatbed,27.73,11.9,0.358,0,5000,250000,liability_only,868.43,188.69,normal,-0.473,2.42,0.142,0.252,0.072,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.382,0.358,27.73,0.114,0.111,0.188
TRP0000120,POL00016,CAR0016,VEH000108,DRV000169,2024-12,C01,Pacific,Mountain,1054.75,16.79,0.182,58.52,0.062,0.129,0.248,dry_van,17.22,2.4,0.303,1,1000,500000,broad_form,1091.86,245.23,normal,-0.097,0.0,0.172,0.274,0.094,0,0,0.0,0.0,0.0,0.0,0,S0_baseline,0,0,0,0,0,0,0,0,0,0.666,0.303,17.22,0.062,0.129,0.182
